minutes	A1	A2	A3	B1	B2	B3	C1	C2	C3	X1	X2	X3	Y1	Y2	Y3
172.6	7.097530	6.964137	7.138528	7.136674	6.995569	7.027426	7.287443	7.150529	7.084629	7.002135	7.086270	7.109686	7.317508	7.118223	7.164006
172.7	7.097857	6.976405	7.138528	7.148503	6.881557	7.061540	7.246119	7.057825	7.066717	7.025060	7.077605	7.111071	7.282860	7.117984	7.154255
172.8	7.098219	6.976712	6.993398	7.143065	6.884489	7.085411	7.412402	7.027465	7.027816	7.011118	7.074012	7.139770	7.282352	7.116681	7.177524
172.9	7.096475	7.068519	7.058814	7.100703	6.893650	6.998341	7.343254	7.041237	7.145757	6.998066	7.050505	7.139569	7.275236	6.954776	7.128801
173	7.091779	6.959155	7.132166	7.113583	6.912678	7.006890	7.318127	7.028442	7.152850	6.952561	7.074334	7.077850	7.199578	6.986533	7.151135
173.1	7.055707	6.947540	7.157480	7.103023	6.873897	7.001024	7.311809	7.025686	7.106419	6.981663	6.929881	7.146774	7.177701	7.140069	7.134875
173.2	7.055741	6.956336	7.009756	7.079672	6.889749	7.135121	7.245122	7.158962	6.985182	7.049000	6.929792	7.140602	7.117344	7.143657	7.194725
173.3	7.082663	6.947589	7.041938	6.998958	6.924003	7.176824	7.219600	7.052082	7.126579	7.039445	6.990310	7.130975	7.132515	7.141724	7.227769
173.4	7.083013	6.950036	7.041938	6.951811	6.970890	7.097786	7.046288	7.084080	7.135583	7.088089	6.941742	7.144953	7.123221	7.010010	7.222142
173.5	7.079825	6.962938	7.170659	7.079976	7.063050	7.167639	7.080433	7.106756	7.143545	6.998731	6.934160	7.167483	7.137358	6.975161	7.209367
173.6	6.996320	6.990885	7.171724	6.995736	7.013642	7.197126	7.089260	7.128806	7.151994	7.087164	6.931866	7.150611	7.064652	6.960199	7.212272
173.7	7.086245	6.975739	7.139779	7.045227	7.007372	7.091957	7.075699	7.038581	6.996940	7.099791	7.065780	7.160406	7.004931	6.965235	7.204278
173.8	7.100998	6.967220	7.161446	7.045349	6.988735	7.171667	7.108746	7.019565	7.068944	6.982853	6.952569	7.160406	7.141361	7.097357	7.198660
173.9	7.089986	6.961407	7.159231	7.034411	6.957685	7.200803	6.997333	7.055562	7.151658	7.043542	6.930693	7.160487	7.105357	7.100591	7.180858
174	7.083441	7.091460	7.038068	6.951711	6.894356	7.082106	7.057751	7.059200	7.137918	7.064724	7.026745	7.160234	7.102822	7.018913	7.207106
174.1	7.091816	6.977056	7.054930	6.909937	6.902832	7.170368	6.982407	7.128491	7.158917	7.081457	7.040669	7.143570	7.042085	7.064072	7.206383
174.2	7.082427	6.959112	7.151606	6.962945	6.914710	7.043038	6.985025	7.126009	7.159488	6.990945	6.981973	7.164778	7.091334	7.065254	7.206912
174.3	6.965764	7.028800	7.136244	7.019789	6.958608	7.182490	7.054386	7.132852	7.168132	7.037430	7.074690	7.164491	7.141747	7.132569	7.076453
174.4	7.034646	7.086577	7.100585	7.092520	6.963171	7.060493	7.088942	7.024739	7.162836	7.079015	7.056284	7.170777	7.150849	7.139554	7.228185
174.5	7.034487	7.011757	7.149998	7.091899	6.921950	7.161038	7.107265	7.017516	7.164684	7.036892	7.101428	7.163303	7.083174	7.144851	7.225018
174.6	7.091175	6.985746	7.028841	7.081192	6.918373	7.189586	7.090392	7.161024	7.042749	6.965885	7.000314	7.145635	6.973218	7.134682	7.195632
174.7	7.096986	7.005861	6.996297	7.065111	6.918373	7.109357	7.109507	7.119168	7.129115	7.015909	6.982750	7.129571	7.115709	7.070532	7.085445
174.8	7.101715	7.091464	7.143726	6.905363	7.045562	7.118441	6.954105	7.178099	7.159869	7.002422	6.967927	7.150933	7.143032	7.104386	7.210829
174.9	7.104498	6.989094	7.141127	7.091069	7.023934	7.047880	6.933115	7.124928	7.151944	7.029709	6.971832	7.132326	6.988746	7.135440	7.216964
175	7.096257	6.954227	7.164654	7.053568	6.945405	7.133966	6.977504	7.018255	7.154112	7.056613	7.076960	7.155976	7.089155	7.136351	7.195365
175.1	7.102660	6.948632	7.177178	7.054724	7.063207	7.201635	6.951097	7.015676	7.156152	7.022685	7.023929	7.058475	7.090177	7.037802	7.215866
175.2	7.084606	6.967802	7.162481	7.009599	7.027879	7.192491	6.967793	7.152313	7.150084	7.035767	6.995889	7.048113	7.120326	7.077937	7.218927
175.3	7.100262	7.026059	7.171597	7.003157	7.007040	7.176964	6.933800	7.163351	7.157673	6.949168	6.958866	7.180056	7.120526	7.032778	7.066652
175.4	6.908474	7.116974	7.182798	7.091282	7.000478	7.192573	7.025096	7.038794	7.168000	6.949168	6.977367	7.180210	6.981305	6.998601	7.222367
175.5	7.115291	7.025059	7.102973	7.082804	6.917828	7.191861	6.929587	7.036758	7.119970	7.091421	7.108029	7.185794	7.144934	7.005229	7.233446
175.6	6.902053	6.978686	7.028405	7.096689	6.922931	7.194578	7.037309	7.014457	7.130408	7.088105	6.997904	7.163016	7.000017	7.057397	7.170546
175.7	6.996122	6.972693	7.130255	7.043041	6.967934	7.157491	7.099370	7.143586	7.112535	7.089684	6.972289	7.157456	7.137333	6.992536	7.226723
175.8	7.108774	7.007630	7.176530	7.072223	7.051861	7.069726	7.030547	7.181197	7.048409	7.084366	6.941357	7.039933	7.145421	6.979785	7.215830
175.9	7.097307	6.975100	7.177152	7.067525	6.909868	7.153007	7.041666	7.169375	7.089694	7.076431	6.942521	7.058571	7.124456	7.009204	7.242938
176	7.100312	7.002960	7.184480	6.982465	6.914253	7.189460	6.941565	7.149934	7.168518	6.944878	6.945175	7.091728	6.988408	7.006291	7.232470
176.1	6.937781	6.987832	7.028993	7.048387	7.074369	7.160456	6.955929	7.021280	7.150531	7.046679	6.989199	7.165459	7.128475	7.134705	7.180260
176.2	7.079790	6.998364	7.177763	7.076215	7.087472	7.126721	7.098407	7.083968	7.186326	7.070815	6.958215	7.156883	7.134438	7.100023	7.091207
176.3	7.133354	7.102977	7.180920	6.986047	7.015982	7.169634	7.117153	7.044041	7.186326	7.106141	6.956851	7.158142	7.081537	7.003296	7.086557
176.4	7.121837	6.997069	7.197267	7.081994	7.072104	7.064036	7.079759	7.049415	7.171142	7.059845	6.966623	7.165275	7.093716	6.997970	7.203929
176.5	7.121870	7.004931	7.201293	7.085957	7.088222	7.080000	7.079759	7.139956	7.109251	7.076259	6.955204	7.165436	7.132848	6.988812	7.225946
176.6	6.913749	7.004999	7.132254	7.100341	7.003819	7.159358	6.987862	7.191050	7.150443	7.087223	6.983292	7.095601	7.165372	7.064805	7.225693
176.7	6.942385	7.005323	7.195979	7.088447	6.940991	7.173444	6.985267	7.180603	7.183858	7.097944	7.080441	7.100078	7.146244	7.021857	7.226142
176.8	7.060653	7.061902	7.074374	7.094865	7.104739	7.200754	6.975567	7.182937	7.179833	7.023384	7.098857	7.168791	7.135799	6.997066	7.227858
176.9	7.105064	7.055700	7.057382	7.090466	7.046028	7.189662	7.153223	7.192891	7.155499	6.915250	7.122655	7.168730	7.101411	6.996346	7.220286
177	7.126240	7.031360	7.059121	7.078208	7.077790	7.043523	7.177462	7.061171	7.180786	6.962935	7.123488	7.205644	7.109111	7.001542	7.220286
177.1	7.125410	7.031631	7.019853	7.081678	7.057729	7.042825	7.173298	7.060064	7.193224	7.030962	7.125723	7.080781	7.123892	7.058795	7.229486
177.2	7.120038	7.032445	7.188790	7.093092	6.966781	7.041798	7.118455	7.126085	7.193501	7.056524	6.973999	7.102490	7.021793	7.069886	7.228333
177.3	7.104075	7.000677	7.157896	7.098559	6.965275	7.201512	7.118669	7.102136	7.168348	7.065430	6.985457	7.198629	7.021793	7.025058	7.132785
177.4	7.103882	7.006600	7.172475	7.090711	6.956797	7.132419	7.124276	7.102136	7.187754	7.068463	7.006168	7.191772	7.073319	7.022054	7.124685
177.5	7.117410	7.036637	7.197877	7.072891	7.053512	7.211323	7.118445	7.038004	7.184913	7.089344	7.003528	7.191393	7.125196	7.023786	7.234343
177.6	7.125154	6.996116	7.138877	7.082184	6.923676	7.199871	7.113955	7.039845	7.197857	6.997147	7.007118	7.175796	7.116250	7.049241	7.234157
177.7	7.095417	6.984394	7.138626	7.036569	7.001007	7.200624	7.010015	7.127457	7.199031	7.085123	7.113523	7.184032	6.986472	7.009684	7.248990
177.8	7.092314	6.996865	7.093869	7.041085	7.001007	7.146556	7.061280	7.079404	7.191347	7.006458	7.043096	7.026782	7.096895	7.009684	7.223893
177.9	7.113775	7.008424	7.227851	7.070544	6.969048	7.058211	6.951345	7.046184	7.118898	6.998763	6.979372	7.048472	7.121868	7.018927	7.230358
178	7.046433	7.018467	7.227544	7.081601	7.047930	7.217532	6.997425	7.174574	7.200823	7.071726	6.981886	7.180835	7.128512	7.033864	7.169621
178.1	7.089412	6.998236	7.199259	7.074673	7.077532	7.218248	7.008113	7.062063	7.204025	7.071726	7.102215	7.190125	7.125659	7.022646	7.169621
178.2	7.110092	7.004479	7.187441	7.044714	6.994026	7.215213	6.974012	7.175927	7.196163	7.079034	7.017498	7.060390	7.048975	6.996307	7.230144
178.3	7.098465	7.003469	7.166297	7.071423	6.968052	7.175592	6.960199	7.173907	7.002676	7.052010	6.988290	7.059424	7.130905	6.998745	7.154813
178.4	7.088017	7.111049	7.169317	7.061431	7.105950	7.052527	6.952277	7.132560	7.197079	7.068786	7.097482	7.113736	7.136031	7.025628	7.177349
178.5	7.094923	7.130952	7.253450	7.067726	7.011899	7.111677	7.048227	7.067490	7.216052	7.014921	7.097523	7.188190	7.130402	7.085887	7.154575
178.6	6.989335	7.165197	7.232592	7.075412	6.939808	7.199018	6.989303	7.077533	7.215773	7.004949	7.059589	7.034203	7.121977	7.018708	7.117295
178.7	7.023961	7.003596	7.225368	7.054614	6.928259	7.183693	6.936413	7.051762	7.211857	7.078169	7.162757	7.055014	7.083061	7.037148	7.114595
178.8	6.930866	7.028827	7.075954	7.095130	6.920915	7.121644	7.080327	7.039797	7.210808	7.059986	7.060237	7.159510	7.139193	7.007308	7.203408
178.9	7.106412	7.155285	7.188148	6.995066	6.924634	7.216683	7.071717	7.048834	7.188905	7.064229	7.124183	7.123679	7.138013	7.065924	7.252695
179	7.084679	7.095545	7.188148	7.087274	6.985012	7.076136	7.036962	7.064471	7.212303	6.918600	7.140454	7.082616	7.102979	7.124816	7.198012
179.1	7.082810	7.163722	7.189454	7.085620	6.946525	7.088960	7.132366	7.078674	7.217195	6.972647	7.014322	7.179340	7.083387	7.030095	7.212781
179.2	7.084844	7.084562	7.163655	7.079316	7.002640	7.142947	7.065445	7.092107	7.208689	6.910126	7.032524	7.196807	7.096442	7.012498	7.235485
179.3	6.931707	7.012241	7.242485	6.978844	7.068026	7.097111	7.059445	7.108587	7.219814	7.052229	7.116533	7.218415	6.982615	7.023423	7.271604
179.4	6.905207	7.018506	7.105294	7.071651	7.078377	7.084144	7.104863	7.081868	7.197140	6.986891	7.086082	7.214953	7.041134	7.001084	7.247086
179.5	6.914762	7.036546	7.091491	7.015204	6.928434	7.109227	7.127398	7.019384	7.198774	7.064697	7.060041	7.214043	7.081063	7.011503	7.250834
179.6	6.912742	7.042133	7.155755	7.083201	7.094154	7.143658	7.151986	7.044423	7.198700	7.098559	7.161236	7.202706	7.116345	7.016178	7.264664
179.7	7.099707	7.109053	7.223782	7.040692	7.068270	7.172304	7.070833	7.048867	7.214134	7.030946	7.139684	7.205483	7.134510	7.046584	7.277770
179.8	7.088407	7.111568	7.206707	7.030647	6.996561	7.222168	6.958363	7.145717	7.214064	6.911376	6.995558	7.145989	7.132050	7.127075	7.289006
179.9	7.072789	7.146191	7.209133	7.063264	7.008351	7.213338	6.956897	7.151947	7.193168	7.071496	6.995558	7.212516	7.086994	7.070179	7.276300
180	7.077431	7.013469	7.071369	7.091201	7.089344	7.102493	6.984449	7.177080	7.216306	7.058378	6.998098	7.193262	7.097938	7.071462	7.278419
180.1	7.033212	7.170048	7.098165	7.085550	6.959400	7.130512	7.118237	7.100367	7.219861	7.050265	7.021993	7.072708	7.142273	7.071375	7.278344
180.2	7.087469	7.038157	7.195626	7.079292	6.926318	7.116840	7.086389	7.099063	7.216829	7.075940	7.160670	7.171938	7.161977	7.143564	7.289262
180.3	7.074716	7.168550	7.221764	7.097240	7.085949	7.096822	6.967621	7.084383	7.227055	7.046358	7.119460	7.212901	7.165780	7.132375	7.272667
180.4	7.075236	7.034582	7.189845	7.095782	7.005232	7.091792	7.009395	7.069760	7.239223	7.045126	7.159557	7.052534	7.155673	7.052522	7.259400
180.5	7.069326	7.035374	7.141059	7.059159	6.937295	7.104249	7.160108	7.063870	7.215429	7.043774	7.101156	7.095448	7.135150	7.043455	7.259189
180.6	7.018015	7.075752	7.203880	7.046589	6.951636	7.142345	7.077662	7.167166	7.113568	6.902594	7.101756	7.144676	7.118308	7.036373	7.274284
180.7	7.056399	7.072128	7.198040	7.083260	6.947879	7.211650	7.139328	7.079780	7.226138	7.095179	7.058280	7.145573	7.118276	7.111349	7.265882
180.8	7.111360	7.064317	7.110812	7.082333	6.941272	7.115328	7.143815	7.082693	7.205931	7.085170	7.039381	7.070492	7.120291	7.084589	7.274591
180.9	7.099652	7.044867	7.101481	7.108532	6.939913	7.118446	7.173614	7.076198	7.204010	6.979226	7.004928	7.236021	6.984996	7.089955	7.245938
181	6.981452	7.037968	7.119234	7.095173	7.048036	7.123744	7.103228	7.078975	7.228264	7.070869	7.013585	7.114427	7.143911	7.086831	7.269511
181.1	7.073358	7.061094	7.117136	7.088090	6.922391	7.155715	7.140837	7.114456	7.198699	7.079376	7.121823	7.112971	7.140413	7.096060	7.244286
181.2	7.096664	7.068488	7.113576	7.089075	7.088937	7.182929	7.160909	7.106031	7.198699	7.062532	7.154068	7.108594	7.154057	7.084066	7.113843
181.3	7.004400	7.190086	7.121203	7.071326	7.097372	7.148360	7.168271	7.190032	7.244039	7.099019	7.010396	7.217586	7.156352	7.193778	7.288393
181.4	6.988910	7.196806	7.132125	7.067928	7.098120	7.258182	6.965210	7.073727	7.058023	7.079116	7.154237	7.100657	7.146116	7.191975	7.253154
181.5	6.998032	7.115657	7.138398	6.925839	7.090436	7.216994	6.985796	7.146841	7.114541	7.090630	7.178588	7.111244	7.180918	7.090543	7.256738
181.6	7.084820	7.145501	7.145207	7.092662	7.022489	7.235508	6.964125	7.087980	7.250116	7.094706	7.133843	7.272192	7.173980	7.134148	7.273898
181.7	6.964331	7.134141	7.137254	7.124117	7.010094	7.161614	7.074996	7.093571	7.121410	6.893880	7.170442	7.266119	7.027153	7.205594	7.296706
181.8	6.933894	7.197791	7.168355	7.114547	7.024941	7.188516	7.182112	7.082711	7.275190	6.989739	7.172826	7.223246	7.118552	7.142183	7.290484
181.9	7.104638	7.104458	7.183670	7.115011	7.013984	7.265177	7.064457	7.089942	7.270151	7.060654	7.045026	7.200626	7.151679	7.121695	7.293887
182	7.081880	7.097321	7.129185	7.112031	6.936377	7.168211	7.171700	7.161332	7.139733	7.005958	7.041557	7.228486	7.159723	7.065765	7.285592
182.1	6.941856	7.078992	7.099328	7.115352	7.059726	7.162970	7.180572	7.183509	7.131927	6.921453	7.086053	7.167934	7.169187	7.072724	7.306915
182.2	7.055260	7.172313	7.110157	7.112180	7.054910	7.152013	7.183529	7.144259	7.122201	6.997049	7.132046	7.223833	7.168808	7.070641	7.246468
182.3	6.974352	7.147105	7.138996	7.091153	6.973186	7.148543	7.148903	7.118127	7.310729	7.061255	7.076975	7.172753	7.166752	7.063320	7.170326
182.4	6.949992	7.197553	7.138384	7.100056	7.002067	7.137117	7.150770	7.104688	7.312802	7.070512	7.101623	7.109321	7.151799	7.063322	7.296058
182.5	7.125138	7.185159	7.129461	6.999072	7.021343	7.161281	7.158732	7.098751	7.311272	7.072570	7.108796	7.232322	7.112294	7.075370	7.296611
182.6	6.958911	7.151825	7.162801	7.108783	7.036456	7.164002	7.060741	7.196242	7.252925	7.059327	7.030777	7.167316	7.112294	7.074441	7.223571
182.7	6.999113	7.146952	7.158018	7.098922	7.090449	7.197313	7.028705	7.079354	7.232597	7.056096	7.034952	7.099915	7.153341	7.192838	7.133940
182.8	7.094739	7.170818	7.158295	7.098172	6.997777	7.192365	6.993141	7.085857	7.241603	7.013052	7.055865	7.108599	7.171610	7.078717	7.224459
182.9	7.122065	7.130920	7.180421	7.079946	7.064109	7.164895	6.996507	7.096890	7.241603	6.934345	7.118902	7.213771	7.126857	7.128777	7.296501
183	6.969085	7.102139	7.187037	6.971732	7.007041	7.190377	7.016174	7.131826	7.216501	6.976952	7.058161	7.263770	7.126857	7.097233	7.285170
183.1	6.996374	7.130161	7.263679	7.088740	7.012429	7.148573	7.138386	7.204404	7.096765	7.000377	7.127987	7.273957	7.163357	7.114638	7.210880
183.2	7.144723	7.207847	7.181415	7.068399	7.085882	7.166149	7.146602	7.106556	7.043393	7.086852	7.038605	7.214256	7.132909	7.167099	7.155062
183.3	7.053461	7.158056	7.174648	7.082536	6.960270	7.205518	7.060189	7.117072	7.251938	7.067929	7.057765	7.188880	7.111853	7.163318	7.302045
183.4	7.012950	7.136337	7.230382	7.124976	6.946379	7.172817	7.004281	7.185173	7.269022	7.068359	7.193693	7.307372	7.166636	7.101704	7.280824
183.5	7.114518	7.237288	7.202451	7.124976	7.128170	7.188957	7.087779	7.234036	7.268069	7.103098	7.201101	7.240288	7.174311	7.106254	7.322326
183.6	7.094201	7.085455	7.147929	7.121500	7.069386	7.196246	7.148561	7.098914	7.272022	6.910896	7.046901	7.252380	7.187715	7.146899	7.310270
183.7	7.107174	7.089508	7.188296	7.127792	6.992142	7.186015	7.125195	7.096888	7.263679	6.924077	7.051678	7.251208	7.129438	7.111084	7.312501
183.8	6.996508	7.196457	7.240868	7.106131	6.992142	7.185745	7.053774	7.230969	7.263591	7.097763	7.082439	7.197196	7.186388	7.098967	7.221322
183.9	7.055742	7.196418	7.165420	7.027423	6.984636	7.286531	6.993027	7.196648	7.109231	6.990157	7.045550	7.303062	7.131800	7.199882	7.344234
184	7.078274	7.168898	7.170207	7.142457	7.028920	7.259885	6.967508	7.131227	7.268441	7.109325	7.039942	7.322715	7.170991	7.150766	7.265902
184.1	7.152601	7.216140	7.278278	7.133350	7.104201	7.174265	7.167131	7.131300	7.223684	6.956446	7.084589	7.289142	7.112447	7.159656	7.224379
184.2	7.153284	7.123216	7.155760	7.097359	7.149421	7.167891	7.155578	7.112654	7.105715	7.003992	7.155490	7.216270	7.095752	7.178466	7.216228
184.3	7.110896	7.085711	7.188140	7.068765	7.088197	7.190934	6.969088	7.109133	7.135572	7.081263	7.138709	7.176313	7.126310	7.156197	7.156498
184.4	7.011073	7.163842	7.296043	7.106051	7.006794	7.294891	7.023024	7.120354	7.274698	6.974001	7.077336	7.153937	7.122698	7.162391	7.334625
184.5	7.161769	7.144669	7.179207	7.097565	7.037905	7.293014	7.065882	7.190964	7.291168	7.051359	7.062058	7.225050	7.012319	7.233245	7.328107
184.6	7.164714	7.198921	7.194285	7.027186	7.015965	7.175352	7.016416	7.247803	7.174508	7.082071	7.054875	7.183247	7.039501	7.305506	7.286689
184.7	7.036686	7.199555	7.176728	7.070282	6.999561	7.183280	7.017119	7.227790	7.244994	7.042684	7.052196	7.145084	7.191779	7.248903	7.210187
184.8	7.014906	7.138902	7.165476	7.132265	7.067235	7.237937	7.091814	7.232858	7.278229	7.051318	7.063522	7.160301	7.191773	7.209366	7.157775
184.9	7.131229	7.198457	7.165642	7.086930	7.046718	7.226601	7.106185	7.149590	7.283383	7.084513	7.204441	7.160655	7.171840	7.176614	7.316824
185	7.155178	7.147594	7.164940	7.132046	7.093540	7.194609	7.106185	7.144508	7.111337	6.993683	7.162722	7.160646	7.134160	7.143727	7.335846
185.1	7.114061	7.231279	7.165256	6.976925	7.093540	7.206388	7.112933	7.159323	7.131172	7.061789	7.190896	7.240007	7.070578	7.154903	7.333314
185.2	7.103930	7.233596	7.180863	7.095202	6.986146	7.171857	7.116399	7.250597	7.201996	7.093711	7.179853	7.162666	7.113324	7.231810	7.313748
185.3	7.021627	7.254454	7.150382	7.112340	6.980427	7.172584	7.163771	7.280649	7.293117	7.150147	7.180618	7.158762	7.160630	7.243582	7.342480
185.4	7.044265	7.236588	7.142678	7.088670	6.994651	7.205898	7.068759	7.152657	7.275878	7.153961	7.187937	7.164468	7.168268	7.136942	7.261665
185.5	7.190993	7.201668	7.162182	6.961424	6.994651	7.200480	7.011403	7.145287	7.132302	7.121379	7.209680	7.161282	7.142140	7.142482	7.323217
185.6	7.163033	7.157228	7.202674	6.961856	7.113157	7.322757	6.976873	7.163965	7.269930	7.130244	7.231067	7.236837	7.164985	7.198875	7.264722
185.7	7.181268	7.214989	7.133380	7.124130	7.096824	7.256312	6.991228	7.158840	7.283835	7.130602	7.111563	7.184620	7.193543	7.228782	7.287785
185.8	7.181268	7.129669	7.228986	7.123620	7.113110	7.241035	6.943804	7.161852	7.274434	7.017418	7.130568	7.284216	7.191524	7.233514	7.331621
185.9	7.175064	7.138260	7.223226	7.095260	7.015421	7.233170	7.007154	7.183055	7.260489	7.106622	7.142167	7.152206	7.021380	7.254829	7.344674
186	7.214459	7.148533	7.183599	7.143843	7.006851	7.196916	7.091635	7.158332	7.142941	6.922055	7.148807	7.152244	7.041675	7.253729	7.356389
186.1	7.192537	7.145776	7.166015	7.061231	7.157237	7.184186	7.110129	7.131712	7.241021	6.922451	7.110593	7.160447	7.177037	7.120111	7.386925
186.2	7.024578	7.239980	7.159754	7.105982	7.143060	7.318072	7.050106	7.149520	7.246998	6.986015	7.137100	7.244137	7.202809	7.165575	7.387745
186.3	7.037982	7.159313	7.290882	7.151328	7.113707	7.235350	6.978589	7.139570	7.274778	7.112053	7.179457	7.196395	7.197650	7.124665	7.403153
186.4	7.202437	7.224568	7.226329	7.116346	7.039375	7.191016	7.037650	7.163626	7.168412	7.097149	7.241183	7.193033	7.182351	7.124665	7.362788
186.5	7.102110	7.191313	7.196633	7.131714	7.111808	7.266970	6.943871	7.181895	7.271300	7.096498	7.106611	7.194610	7.188401	7.200410	7.355422
186.6	7.159318	7.137054	7.178280	7.108013	7.155072	7.234460	7.004498	7.248582	7.275437	7.139480	7.112924	7.200171	7.216096	7.197969	7.328205
186.7	7.150445	7.202757	7.238861	7.106979	7.210115	7.191191	7.091973	7.164742	7.278414	7.108964	7.197650	7.215749	7.215758	7.198708	7.331622
186.8	7.127503	7.228364	7.187210	7.136518	7.160495	7.203482	7.076547	7.272283	7.216093	7.058608	7.188624	7.172611	7.202601	7.171187	7.372353
186.9	7.201665	7.182840	7.176999	7.138943	7.142509	7.206274	7.054001	7.279253	7.102357	6.920775	7.261951	7.186121	7.200562	7.243262	7.195969
187	7.026082	7.147178	7.224721	7.122384	7.198423	7.214690	6.990891	7.192405	7.102357	6.921615	7.236821	7.184782	7.225716	7.155884	7.283785
187.1	7.054231	7.109677	7.265647	7.133777	7.061310	7.347337	7.121498	7.213172	7.276083	7.123039	7.137124	7.168519	7.227352	7.138628	7.364012
187.2	7.187112	7.135438	7.290591	7.142248	7.111372	7.322493	6.972572	7.206464	7.215469	7.143941	7.101035	7.251776	7.220303	7.135373	7.331267
187.3	7.084552	7.185987	7.208307	7.134600	7.160938	7.242710	7.162972	7.254702	7.215469	7.155264	7.233060	7.259168	7.223441	7.159339	7.254356
187.4	7.207550	7.207340	7.187219	7.066889	7.054968	7.289342	7.127232	7.282194	7.191023	7.087108	7.219775	7.184378	7.194447	7.152954	7.253618
187.5	7.132892	7.200754	7.199673	7.149020	7.083335	7.304342	7.099822	7.303163	7.275803	7.083356	7.227396	7.228510	7.216589	7.167542	7.217828
187.6	7.230124	7.154749	7.263882	7.156563	7.095975	7.217404	7.133349	7.226400	7.136608	7.083356	7.158802	7.289178	7.237652	7.165864	7.237925
187.7	7.237134	7.264882	7.195763	7.163536	7.098482	7.287805	7.067013	7.246964	7.211584	7.111506	7.163324	7.291329	7.168648	7.169628	7.238369
187.8	7.226794	7.126476	7.195699	7.143635	7.149941	7.353255	6.976436	7.246980	7.288271	6.962866	7.133743	7.235907	7.244963	7.273312	7.210578
187.9	7.117746	7.134336	7.288773	7.161943	7.072501	7.230369	6.968968	7.242802	7.162790	7.099097	7.176632	7.245555	7.237286	7.280212	7.322884
188	7.083416	7.143155	7.302201	6.983871	7.149069	7.198892	7.126068	7.191395	7.151080	7.135457	7.167998	7.236258	7.260577	7.229843	7.341339
188.1	7.141792	7.121574	7.255959	7.097074	7.147199	7.200173	7.114982	7.225092	7.256274	7.149665	7.302934	7.282319	7.255669	7.191819	7.322950
188.2	7.068837	7.236299	7.235028	7.115814	7.070546	7.278415	7.052712	7.321723	7.268565	7.148498	7.256385	7.208123	7.114990	7.227234	7.361846
188.3	7.039159	7.217598	7.248577	7.130260	7.096895	7.269727	6.987903	7.322788	7.268529	7.178791	7.148589	7.253355	7.293315	7.193741	7.370285
188.4	7.080746	7.198699	7.208090	7.124272	7.235369	7.242973	7.043592	7.324764	7.254825	7.157644	7.235907	7.306438	7.232497	7.255228	7.366423
188.5	7.103138	7.234479	7.232610	7.201029	7.240639	7.232712	7.152853	7.182842	7.292561	6.990695	7.251072	7.251246	7.102072	7.239678	7.346952
188.6	7.095149	7.166109	7.198525	7.104931	7.098663	7.257785	7.141034	7.213036	7.286921	7.129766	7.136039	7.227000	7.249357	7.205594	7.350320
188.7	7.173552	7.144112	7.193818	7.143901	7.125462	7.225528	7.115022	7.225297	7.272633	7.154896	7.135496	7.206116	7.205642	7.191066	7.218307
188.8	7.159749	7.144112	7.193818	7.005736	7.175521	7.255070	7.184759	7.205902	7.311039	7.198030	7.170578	7.210532	7.215809	7.144601	7.166520
188.9	7.199383	7.151869	7.252705	7.199797	7.143333	7.306002	7.100233	7.220247	7.165029	7.185582	7.168673	7.238376	7.263716	7.190040	7.274774
189	7.137099	7.190216	7.228108	7.142224	7.152866	7.280766	7.152534	7.251555	7.259782	7.190909	7.168673	7.278891	7.271629	7.235490	7.375166
189.1	7.094722	7.196003	7.207410	7.098251	7.112729	7.253139	7.173640	7.177857	7.175814	7.185578	7.215212	7.287795	7.265680	7.165683	7.288867
189.2	7.049882	7.235443	7.207445	7.045354	7.116484	7.262749	7.120445	7.172655	7.194286	7.165518	7.257870	7.238768	7.197329	7.184878	7.285918
189.3	7.156495	7.237887	7.252207	7.202584	7.166993	7.260617	7.178060	7.171729	7.195769	7.168591	7.243819	7.239610	7.277866	7.271973	7.373862
189.4	7.168233	7.183433	7.185952	7.094695	7.248710	7.285704	6.971712	7.207845	7.196842	7.210703	7.151359	7.254668	7.277866	7.224990	7.373093
189.5	7.113420	7.219337	7.238463	7.041212	7.214049	7.266461	7.079459	7.155319	7.163480	7.126401	7.216649	7.253420	7.280830	7.223163	7.360446
189.6	7.062223	7.190900	7.223280	7.011084	7.198433	7.300914	6.967808	7.161860	7.169395	7.117143	7.144551	7.236139	7.279250	7.260286	7.296168
189.7	7.235149	7.166016	7.305612	7.215701	7.255754	7.326605	7.119169	7.206542	7.168523	7.205429	7.137140	7.223211	7.129982	7.192049	7.379990
189.8	7.101586	7.245512	7.235839	7.231868	7.117184	7.252840	7.045844	7.252564	7.207844	7.227596	7.184308	7.290108	7.200197	7.189375	7.390856
189.9	7.137567	7.182451	7.204206	7.172025	7.114265	7.240256	7.092478	7.204559	7.250233	7.175760	7.258202	7.336529	7.197515	7.173277	7.332801
190	7.099147	7.171421	7.203418	7.081350	7.200869	7.308297	7.091794	7.217877	7.197638	7.154117	7.232648	7.292923	7.255551	7.188134	7.374453
190.1	7.146915	7.263910	7.193495	7.113053	7.265724	7.325606	7.091794	7.203959	7.174915	7.199434	7.195077	7.254680	7.143948	7.193355	7.361884
190.2	7.178379	7.203896	7.200848	7.086096	7.181386	7.339676	7.136836	7.240349	7.239223	7.245262	7.208929	7.227484	7.153879	7.188434	7.283103
